,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore
,AmbT_10m,AmbT_10m,CO,CO,NO,NO,NOy,NOy,O3,O3,PM10L,PM10L,PM25L,PM25L,RH,RH
,DEGC,DEGC,PPM,PPM,PPB,PPB,PPB,PPB,PPB,PPB,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,% RH,% RH
Date,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags
22-Apr-2024 07:00,1.2,,0.328,,17.2,,33.5,,14.8,,90,,8.8,,65.1,
22-Apr-2024 08:00,4.2,,0.158,,2.5,,8.3,,31.7,,25,,6.3,,50.4,
22-Apr-2024 09:00,6.3,,0.15,,2.3,,6.8,,32.7,,30,,3.1,,45.8,
22-Apr-2024 10:00,8.8,,0.13,,0.7,,2.2,,42.5,,25,,2.7,,38.6,
22-Apr-2024 11:00,10.7,,0.127,,0.2,,0,,47.3,,15,,2,,34.6,
22-Apr-2024 12:00,11.5,,0.136,,0.2,,-0.3,,48.1,,8,,1.5,,32.9,
22-Apr-2024 13:00,12.2,,0.135,,0.3,,0.4,,47.8,,18,,0.2,,30.7,
22-Apr-2024 14:00,12.2,,0.134,,0.5,,1.1,,47.9,,7,,-0.7,,29,
22-Apr-2024 15:00,12.1,,0.134,,0,,-0.4,,49.3,,7,,-0.3,,29.3,
22-Apr-2024 16:00,11.4,,0.139,,0,,-0.2,,47.3,,29,,-0.2,,36.1,
22-Apr-2024 17:00,11.4,,0.133,,0,,-0.5,,47,,10,,2,,35.3,
22-Apr-2024 18:00,11.4,,0.128,,0,,-0.5,,46.8,,9,,3.2,,34.8,
22-Apr-2024 19:00,11,,0.158,,0,,1.5,,43.8,,20,,4.1,,36.3,
22-Apr-2024 20:00,10.2,,0.156,,0,,2.2,,41.9,,15,,0.5,,38.5,
22-Apr-2024 21:00,9,,0.158,,0,,2.6,,39.6,,13,,1.5,,42.8,
22-Apr-2024 22:00,7.4,,0.227,,0.1,E,8.8,,27.8,,31,,3.9,,51.1,
22-Apr-2024 23:00,6.1,,0.225,,0.3,,11.8,E,19.4,,27,,4.5,,57.4,
23-Apr-2024 00:00,4.2,,0.221,,1.1,,13.4,,,IE,31,,4,,64.4,
23-Apr-2024 01:00,3.2,,0.183,,1,,13.5,E,13.8,,21,,3.4,,67.1,
23-Apr-2024 02:00,2.6,,,IE,0.5,,9.1,,17.4,,15,,2.3,,69.3,
23-Apr-2024 03:00,1.5,,0.132,,,IE,,IE,26.5,,11,,5.6,,72.7,
23-Apr-2024 04:00,0.5,,0.176,,1.2,,7.6,E,18.2,,9,,7.6,,76.1,
23-Apr-2024 05:00,-0.5,,0.328,,5.3,,17.8,,7.8,,64,,9.2,,80.8,
23-Apr-2024 06:00,0,,0.356,,18.3,,38.3,,5.3,,57,,11.1,,78.6,
23-Apr-2024 07:00,1.5,,0.256,,14.2,,31.8,,14.6,,79,,7.2,,71.6,
23-Apr-2024 08:00,3.2,,0.136,,0.8,,2.1,,33,,25,,4.1,,64,
23-Apr-2024 09:00,5.3,,0.138,,0.8,,2.1,,35.8,,13,,2.5,,56.9,
23-Apr-2024 10:00,6.7,,0.127,,0.6,E,1.6,E,38.5,,18,,2.2,,52.1,
23-Apr-2024 11:00,8.4,,0.128,,0.6,,1.6,,42.2,,17,,1.5,,45.1,
23-Apr-2024 12:00,9.9,,0.122,,0.3,,0.4,E,45.5,,17,,2.3,,41.3,
23-Apr-2024 13:00,10.9,,0.145,,0.6,,2.3,,46,,13,,4.8,,35.9,
23-Apr-2024 14:00,11.3,,0.139,,0.3,,1,E,47.4,,12,,2.7,,34,
23-Apr-2024 15:00,11.8,,0.138,,0.1,,0,E,49.2,,8,,2,,30.2,
23-Apr-2024 16:00,12,,0.142,,0.2,,0.2,E,48.8,,12,,1.7,,30.4,
23-Apr-2024 17:00,12.5,,0.136,,0,,-0.4,E,49,,8,,-0.8,,30.5,
23-Apr-2024 18:00,12.2,,0.141,,0,E,-0.2,E,46.7,,15,,0.2,,33,
23-Apr-2024 19:00,11.5,,0.166,,0,,2.3,E,40.9,,35,,2.4,,37,
23-Apr-2024 20:00,10.2,,0.196,,0.1,,4.8,E,35.9,,52,,7.2,,41.1,
23-Apr-2024 21:00,8.5,,0.238,,0.2,,6.3,,31.3,,39,,9.4,,47.5,
23-Apr-2024 22:00,7.6,,0.148,,0,,5.6,E,30.2,,43,,6.9,,51.2,
23-Apr-2024 23:00,7.3,,0.131,,0,,3.1,E,32.1,,8,,6.1,,53,
24-Apr-2024 00:00,6.6,,0.153,,0.4,,12.2,E,21.7,,19,,4.9,,58.7,
24-Apr-2024 01:00,4.4,,0.166,,0.4,,13.8,E,17,,17,,3.8,,65.2,
24-Apr-2024 02:00,3.2,,0.185,,1.6,,17.6,E,12.4,,30,,6.1,,69.9,
24-Apr-2024 03:00,2.7,,0.157,,0.6,,14.7,E,15.1,,21,,4.8,,72.9,
24-Apr-2024 04:00,0.3,,0.19,,5.1,E,24.4,E,4.1,,26,,5.1,,78.9,
24-Apr-2024 05:00,0.2,,0.223,,4.3,,17.4,E,9.6,,53,,6,,78.8,
24-Apr-2024 06:00,1.1,,0.29,,19.5,,37.4,E,8.9,,97,,9,,73.7,
24-Apr-2024 07:00,3.5,,0.339,,33.2,,55.1,,7.6,,245,,11.5,,66.8,
24-Apr-2024 08:00,6.8,,0.213,,12,E,28.4,E,20.1,,98,,8.4,,51.6,
24-Apr-2024 09:00,10.7,,0.124,,0.2,,-0.1,E,42.7,,32,,5.4,,37.6,
24-Apr-2024 10:00,11.9,,0.124,,0.2,,0,,45.1,,25,,3.8,,35,
24-Apr-2024 11:00,12.8,,0.136,,0.3,,-0.1,,46.5,,29,,1.2,,32.9,
24-Apr-2024 12:00,13.5,,0.122,,0.1,,-0.5,,47.6,,19,,-2.5,,29.7,
24-Apr-2024 13:00,14.2,,0.143,,0.1,,-0.5,,47.8,,22,,-2.8,,27.5,
24-Apr-2024 14:00,14.5,,0.138,,0.1,,-0.2,,47.3,,18,,-1,,27.1,
24-Apr-2024 15:00,14.9,,0.15,,0.1,,-0.6,,48.3,,17,,2.3,,26,
24-Apr-2024 16:00,15.2,,0.205,,0,,0.1,,47.4,,26,,2.1,,25.5,
24-Apr-2024 17:00,15.3,,0.154,,0,,-0.4,,48.3,,15,,-0.8,,25,
24-Apr-2024 18:00,14.9,,0.176,,0,,0.3,,46.6,,18,,-0.1,,26.4,
24-Apr-2024 19:00,14.2,,0.173,,0,,0.9,,43.5,,22,,1.3,,29.5,
24-Apr-2024 20:00,12.6,,0.14,,0,,0.7,,40.4,,24,,0.6,,34.3,
24-Apr-2024 21:00,11.5,,0.139,,-0.1,,0.7,,39.1,,11,,1.1,,36.6,
24-Apr-2024 22:00,11.3,,0.115,,-0.1,,-1.2,,41.6,,18,,1.4,,36.2,
24-Apr-2024 23:00,10.5,,0.099,,-0.2,,-1.2,,41,,9,,0.5,,37.7,
25-Apr-2024 00:00,9.5,,0.097,,-0.1,,-1.2,,40.2,,7,,-0.1,,40.2,
25-Apr-2024 01:00,7.5,,0.101,,-0.2,,-0.1,,36.1,,6,,0.4,,48.4,
25-Apr-2024 02:00,6.2,,0.103,,-0.1,,0,,35.2,,5,,2.4,,52.5,
25-Apr-2024 03:00,4.1,,0.125,,0.2,,5.7,,26.5,,37,,3.4,,59.4,
25-Apr-2024 04:00,3.9,,0.141,,0.3,,6.7,,24.4,,22,,1.4,,62.6,
25-Apr-2024 05:00,2.9,,0.214,,1.6,,13.3,,17.1,,38,,2.8,,66.5,
25-Apr-2024 06:00,4.1,,0.287,,13,,30.7,,13.4,,145,,7,,61.8,
25-Apr-2024 07:00,5.3,,0.224,,2.9,,10.5,,24.5,,46,,5.5,,55.2,
25-Apr-2024 08:00,7.8,,0.192,,1.9,,6.8,,31.7,,21,,1.9,,45.8,
25-Apr-2024 09:00,9.5,,0.177,,2.4,,8.4,,35.3,,18,,-2.3,,40.1,
25-Apr-2024 10:00,11,,0.174,,0.8,,2.4,,41.1,,26,,-1.5,,36.4,
25-Apr-2024 11:00,12.1,,0.154,,0.9,,2.1,,44.5,,15,,0.1,,32.4,
25-Apr-2024 12:00,13.1,,0.13,,0.1,,0.3,,45.8,,16,,1,,30.4,
25-Apr-2024 13:00,13.7,,0.143,,1.3,,5,,47.1,,12,,-2.4,,28.6,
25-Apr-2024 14:00,14.5,,0.123,,0.2,,0.7,,48.7,,17,,-1.9,,26.7,
25-Apr-2024 15:00,14.6,,0.086,,0,,-0.6,,49.4,,4,,3.6,,25.2,
25-Apr-2024 16:00,15,,0.087,,0.2,,0.6,,49.4,,8,,2.4,,24.3,
25-Apr-2024 17:00,15.1,,0.09,,0.8,,5.1,,47.8,,10,,1.1,,23.5,
25-Apr-2024 18:00,15.3,,0.09,,0.1,,1.2,,50.5,,10,,4.9,,23.3,
25-Apr-2024 19:00,14.7,,0.104,,0,,1.8,,46.6,,16,,3.4,,27.8,
25-Apr-2024 20:00,13.5,,0.212,,0,,3.1,,41.3,,48,,4.2,,33,
25-Apr-2024 21:00,11.6,,0.191,,0.1,,10.9,,28.1,,76,,9.6,,40.6,
25-Apr-2024 22:00,10.2,,0.14,,,IE,,IE,29.9,,24,,5.7,,43.5,
25-Apr-2024 23:00,8.9,,0.154,,,IE,,IE,25.5,,23,,6,,49.3,
26-Apr-2024 00:00,7.4,,0.106,,0.1,,2,,,IE,7,E,,E,52,
26-Apr-2024 01:00,7,,0.114,,0,,3,,29.4,,8,E,,E,55,
26-Apr-2024 02:00,5.9,,,IE,0,,3.1,,27.3,,16,E,,E,58.9,
26-Apr-2024 03:00,5.1,,0.151,,,IE,,IE,14.6,,18,E,,E,65.4,
26-Apr-2024 04:00,3.7,,0.176,,1.8,,15.1,,14.4,,19,E,,E,67,
26-Apr-2024 05:00,2.7,,0.205,,0.4,,5.2,,22.3,,23,E,,E,68.7,
26-Apr-2024 06:00,3,,0.213,,4.7,,14.7,,16.5,,78,E,,E,68.2,
26-Apr-2024 07:00,4.9,,0.175,,2.1,,7.1,,23.2,,34,E,,E,59.6,
26-Apr-2024 08:00,7.1,,0.165,,1.2,,3.7,,29.2,,26,E,,E,51.1,
26-Apr-2024 09:00,9.1,,0.159,,1.3,,4.1,,32.7,,25,E,,E,43.7,
26-Apr-2024 10:00,10.9,,0.175,,2.3,,7.4,,34.4,,34,E,,E,37.7,
26-Apr-2024 11:00,11.8,,0.14,,0.7,,2.1,,43.5,,9,E,,E,32.3,
26-Apr-2024 12:00,12.7,,0.137,,0.1,,-0.4,,47.1,,,IE,,IE,27.2,
26-Apr-2024 13:00,13,,0.123,,0.3,,0,,46.2,,,IE,,IE,26.9,
26-Apr-2024 14:00,13.1,,0.148,,0.8,,3.1,,44,,,IE,,IE,28.4,
26-Apr-2024 15:00,13.1,,0.127,,1,,3.5,,44.8,,,IE,,IE,28.8,
26-Apr-2024 16:00,13,,0.124,,0.5,,0.9,,46,,,IE,,IE,30,
26-Apr-2024 17:00,12.5,,0.138,,0.1,,0.5,,43.8,,,IE,,IE,34,
26-Apr-2024 18:00,11.7,,0.13,,0,,0.2,,41.5,,,IE,,IE,37.4,
26-Apr-2024 19:00,11.1,,0.136,,0,,-0.1,,38.6,,,IE,,IE,37.4,
26-Apr-2024 20:00,9.8,,0.134,,0.2,,3.5,,35.7,,,IE,,IE,39.1,
26-Apr-2024 21:00,8.9,,0.183,,1.6,,6.2,,29.9,,,IE,,IE,45,
26-Apr-2024 22:00,7.2,,0.306,,0.9,,8.5,,22.3,,,IE,,IE,52.9,
26-Apr-2024 23:00,5.7,,0.153,,0.2,,3.8,,24.5,,,IE,,IE,56.6,
27-Apr-2024 00:00,4.3,,0.139,,0,,2.9,,23.4,,,IE,,IE,61.2,
27-Apr-2024 01:00,3.7,,0.149,,0.6,,4.5,,22.4,,,IE,,IE,63.8,
27-Apr-2024 02:00,2.3,,0.143,,1.2,,7.2,,19.2,,,IE,,IE,67.1,
27-Apr-2024 03:00,1,,0.143,,1.2,,9.5,,15.2,,,IE,,IE,71.6,
27-Apr-2024 04:00,0.6,,0.144,,0.9,,5.9,,18.9,,,IE,,IE,71.6,
27-Apr-2024 05:00,0.8,,0.148,,0.8,,5.8,,20,,,IE,,IE,70.6,
27-Apr-2024 06:00,1.8,,0.136,,0.8,,3.3,,22.6,,,IE,,IE,64.6,
27-Apr-2024 07:00,3.6,,0.132,,0.1,,-0.3,,28.5,,,IE,,IE,56.9,
27-Apr-2024 08:00,5.4,,0.124,,0.1,,-0.6,,30.8,,,IE,,IE,49.7,
27-Apr-2024 09:00,7,,0.114,,1.1,,1.9,,30.6,,,IE,,IE,44.2,
27-Apr-2024 10:00,8.4,,0.129,,2.1,,4.4,,30.6,,,IE,,IE,40.3,
27-Apr-2024 11:00,9.6,,0.123,,0.7,,0.5,,33.3,,,IE,,IE,37.7,
27-Apr-2024 12:00,10.7,,0.113,,0.1,,-0.7,,34.9,,,IE,,IE,35.9,
27-Apr-2024 13:00,11.5,,0.122,,0.1,,-0.8,,35.5,,,IE,,IE,34.6,
27-Apr-2024 14:00,12,,0.138,,0,,-1.1,,36.2,,,IE,,IE,33.8,
27-Apr-2024 15:00,12.3,,0.115,,0.2,,-0.8,,35.5,,,IE,,IE,33.8,
27-Apr-2024 16:00,12.1,,0.117,,0,,-1.2,,34.6,,,IE,,IE,34.8,
27-Apr-2024 17:00,11.3,,0.108,,0,,-1.3,,33.5,,,IE,,IE,36.5,
27-Apr-2024 18:00,10.2,,0.118,,0,,-1.1,,32.4,,,IE,,IE,38.6,
27-Apr-2024 19:00,9,,0.119,,0.1,,-0.4,,31.8,,,IE,,IE,40.2,
27-Apr-2024 20:00,7.6,,0.14,,0,,-0.9,,30.9,,,IE,,IE,43.8,
27-Apr-2024 21:00,5.9,,0.153,,0.1,,-0.2,,29.7,,,IE,,IE,48.6,
27-Apr-2024 22:00,4.4,,0.234,,0.5,,1.7,,28.1,,,IE,,IE,52.9,
27-Apr-2024 23:00,3.2,,0.132,,2.1,,12.9,,18.3,,,IE,,IE,57.1,
28-Apr-2024 00:00,2.1,,0.134,,2.2,,20,,13.1,,,IE,,IE,61,
28-Apr-2024 01:00,1,,0.149,,1.2,,17.4,,12.2,,,IE,,IE,63.5,
28-Apr-2024 02:00,0.6,,0.138,,2.3,,15.5,,17.3,,,IE,,IE,62.8,
28-Apr-2024 03:00,0,,0.146,,2,,15.4,,14.9,,,IE,,IE,65.2,
28-Apr-2024 04:00,-0.4,,0.127,,5.2,,25.7,,8.5,,,IE,,IE,68.4,
28-Apr-2024 05:00,-0.4,,0.138,,3.1,,16.4,,14.3,,,IE,,IE,66.3,
28-Apr-2024 06:00,0.5,,0.129,,3.1,,9.9,,22.8,,,IE,,IE,60,
28-Apr-2024 07:00,1.7,,0.129,,6.2,,17.1,,19.5,,,IE,,IE,56,
28-Apr-2024 08:00,2.9,,0.133,,5.8,,14.7,,24.1,,,IE,,IE,51,
28-Apr-2024 09:00,4,,0.139,,1.6,,3.8,,29.6,,,IE,,IE,47.4,
28-Apr-2024 10:00,5.5,,0.125,,0.3,,-0.1,,31.5,,,IE,,IE,42.9,
28-Apr-2024 11:00,6.7,,0.12,,0.3,,-0.2,,32.3,,,IE,,IE,39.7,
28-Apr-2024 12:00,7.8,,0.126,,0.4,,-0.2,,32.9,,,IE,,IE,36.6,
28-Apr-2024 13:00,8.6,,0.12,,1.5,,1.8,,32.4,,,IE,,IE,35.8,
28-Apr-2024 14:00,9.1,,0.145,,3.1,,5.4,,31.4,,,IE,,IE,35.6,
28-Apr-2024 15:00,9.6,,0.129,,0.4,,0,,33.4,,,IE,,IE,34.1,
28-Apr-2024 16:00,9.7,,0.115,,0,,-1,,33.8,,,IE,,IE,34.5,
28-Apr-2024 17:00,9.4,,0.118,,0.6,,0.4,,33.4,,,IE,,IE,35,
28-Apr-2024 18:00,8.7,,0.13,,0.8,,1.1,,33.7,,,IE,,IE,35.8,
28-Apr-2024 19:00,7.7,,0.121,,0,,-1.1,,35.1,,,IE,,IE,37.6,
28-Apr-2024 20:00,6.6,,0.121,,0,,-1,,33.6,,,IE,,IE,40.2,
28-Apr-2024 21:00,5,,0.143,,0.1,,2.2,,29.7,,,IE,,IE,44.6,
28-Apr-2024 22:00,3.6,,0.125,,0.2,,4.5,,28.4,,,IE,,IE,47.4,
28-Apr-2024 23:00,2.7,,0.121,,0,,1.4,,31.2,,,IE,,IE,48.5,
29-Apr-2024 00:00,1.7,,0.123,,0.2,,5.5,,,IE,,IE,,IE,51,
29-Apr-2024 01:00,0.5,,0.133,,0.1,,6,,24.7,,,IE,,IE,56.6,
29-Apr-2024 02:00,-0.3,,,IE,0,,2.4,,26.7,,,IE,,IE,59.8,
29-Apr-2024 03:00,-1.3,,0.18,,,IE,,IE,14.7,,,IE,,IE,64.9,
29-Apr-2024 04:00,-2.2,,0.334,,1.5,,11.7,,11.2,,,IE,,IE,69.5,
29-Apr-2024 05:00,-2.1,,0.195,,3.4,,13.2,,11.4,,,IE,,IE,71.2,
29-Apr-2024 06:00,-1.4,,0.163,,0.8,,2.5,,21.7,,,IE,,IE,67.5,
29-Apr-2024 07:00,-0.2,,0.166,,1.5,,3.8,,21.5,,,IE,,IE,62.7,
29-Apr-2024 08:00,1.6,,0.138,,1.8,,4.4,,25.5,,,IE,,IE,52.6,
29-Apr-2024 09:00,3.1,,0.15,,3.3,,7.7,,25.6,,,IE,,IE,46.3,
29-Apr-2024 10:00,4.8,,0.136,,2.2,,5.2,,28.7,,,IE,,IE,40.2,
29-Apr-2024 11:00,6.7,,0.128,,2,,4.8,,33.9,,,IE,,IE,34.2,
29-Apr-2024 12:00,8.2,,0.118,,0.3,,0.1,,39.7,,,IE,,IE,28.8,
29-Apr-2024 13:00,9.1,,0.114,,0.5,,0.8,,42.3,,,IE,,IE,27.7,
29-Apr-2024 14:00,9.4,,0.12,,1.1,,2.3,,43.4,,,IE,,IE,28.8,
29-Apr-2024 15:00,9.9,,0.146,,0.3,,0.7,,44.4,,,IE,,IE,27.8,
29-Apr-2024 16:00,10.1,,0.111,,0.6,,2,,43.1,,,IE,,IE,28.5,
29-Apr-2024 17:00,10.1,,0.114,,0.1,,-0.4,,43.1,,,IE,,IE,29.7,
29-Apr-2024 18:00,10,,0.116,,0.4,,0.3,,43.5,,,IE,,IE,28.8,
29-Apr-2024 19:00,9.5,,0.118,,0,,-0.3,,42.6,,,IE,,IE,32.2,
29-Apr-2024 20:00,8.4,,0.122,,0,,0.7,,39.2,,,IE,,IE,35.6,
29-Apr-2024 21:00,7.2,,0.164,,0,,5.7,,31.9,,,IE,,IE,39.3,
29-Apr-2024 22:00,6.5,,0.183,,0,,8.3,,25.5,,,IE,,IE,44.2,
29-Apr-2024 23:00,5.4,,0.189,,0.1,,10.9,,19.9,,,IE,,IE,49.9,
30-Apr-2024 00:00,4.5,,0.17,,0.1,,8.2,,21.1,,,IE,,IE,52.3,
30-Apr-2024 01:00,3.9,,0.167,,0,,3.5,,23.7,,,IE,,IE,55.7,
30-Apr-2024 02:00,4.1,,0.183,,0.1,,8.7,,19.2,,,IE,,IE,55.4,
30-Apr-2024 03:00,3.6,,0.137,,0.1,,5.3,,22.9,,,IE,,IE,55.9,
30-Apr-2024 04:00,3.6,,0.131,,0,,3.6,,25.2,,,IE,,IE,55.3,
30-Apr-2024 05:00,2.7,,0.169,,6.9,,18.2,,13.9,,,IE,,IE,62.1,
30-Apr-2024 06:00,3.3,,0.22,,6.2,,22.3,,11.5,,,IE,,IE,59.7,
30-Apr-2024 07:00,4.5,,0.22,,5.9,,23.1,,13.5,,,IE,,IE,54.2,
30-Apr-2024 08:00,6.4,,0.179,,1.5,,7.6,,31.2,,,IE,,IE,50.3,
30-Apr-2024 09:00,7.6,,0.127,,0.6,,1,,41.2,,,IE,,IE,47.2,
30-Apr-2024 10:00,8.1,,0.13,,1.4,,2.3,,42,,17,E,,E,42.6,
30-Apr-2024 11:00,8.2,,0.126,,0.8,,1.9,,41.7,,35,E,,E,40.9,
30-Apr-2024 12:00,8.8,,0.12,,1.7,,5.3,,40.1,,13,E,,E,38,
30-Apr-2024 13:00,9.2,,0.134,,1.1,,2.9,,40.9,,18,,0.6,,37.2,
30-Apr-2024 14:00,9.4,,0.12,,0.7,,1.1,,41.6,,16,,0,,36.5,
30-Apr-2024 15:00,9.5,,0.119,,0.4,,0.6,,42.5,,27,,0.2,,35.8,
30-Apr-2024 16:00,9.3,,0.12,,0.1,,-0.6,,41.4,,24,,1.2,,39.6,
30-Apr-2024 17:00,9,,0.12,,0,,-0.8,,40.7,,29,,0.8,,41.6,
30-Apr-2024 18:00,8.8,,0.12,,0,,-1.2,,40.5,,10,,1.2,,42.2,
30-Apr-2024 19:00,8.6,,0.124,,0.1,,0.9,,38,,8,,1.6,,43.2,
30-Apr-2024 20:00,7.9,,0.13,,0,,-0.2,,37.1,,24,,-0.5,,46.5,
30-Apr-2024 21:00,7.3,,0.135,,0,,3.1,,32.9,,25,,0,,49.4,
30-Apr-2024 22:00,6.8,,0.132,,0,,3.2,,32.1,,22,,4,,50.9,
30-Apr-2024 23:00,7,,0.119,,0,,-0.6,,39.7,,15,,3.5,,49.3,
01-May-2024 00:00,5.7,,0.118,,0,,0.7,,32.4,,8,,1.7,,57.3,
01-May-2024 01:00,5,,0.131,,-0.1,,0.5,,30.8,,50,,3.4,,60.3,
01-May-2024 02:00,4.1,,0.117,,-0.1,,-0.3,,30.2,,15,,3.6,,63.6,
01-May-2024 03:00,2.9,,0.119,,0,,-1.2,,30.4,,8,,1.1,,68.5,
01-May-2024 04:00,2.5,,0.117,,0,,-1,,29.7,,6,,-0.4,,69,
01-May-2024 05:00,1.6,,0.127,,0,,-1,,29.2,,11,,-0.5,,68.9,
01-May-2024 06:00,1.4,,0.116,,0.1,,0,,28.3,,11,,0,,66.8,
01-May-2024 07:00,1.5,,0.13,,1.2,,2.6,,27.7,,30,,1.7,,65.4,
01-May-2024 08:00,1.2,,0.124,,4.8,,8.7,,27.1,,62,,0,,66.7,
01-May-2024 09:00,0.5,,0.126,,1.7,,3.1,,29.4,,35,,-0.1,,72.9,
01-May-2024 10:00,1.7,,0.121,,1.2,,2.1,,31.8,,35,,0.5,,62.5,
01-May-2024 11:00,3.2,,0.107,,0.4,,0,,36.4,,35,,2,,50.8,
01-May-2024 12:00,4.6,,0.119,,0.4,,-0.2,,38.2,,28,,3,,42.6,
01-May-2024 13:00,5.6,,0.129,,0.3,,-0.2,,39.1,,26,,0.8,,38.2,
01-May-2024 14:00,6.5,,0.119,,0.2,,-0.3,,40,,21,,-1.6,,35.9,
01-May-2024 15:00,6.9,,0.125,,0.1,,-0.7,,40.7,,29,,0.8,,33.9,
01-May-2024 16:00,6.8,,0.172,,0.7,,0.9,,39.3,,34,,2.2,,32.1,
01-May-2024 17:00,6.2,,0.12,,0,,-0.7,,40.9,,15,,0.7,,30.5,
01-May-2024 18:00,5.2,,0.11,,0,,-0.6,,42.9,,18,,0.8,,29.3,
01-May-2024 19:00,3.9,,0.105,,0,,-1.1,,44.1,,17,,0,,28,
01-May-2024 20:00,2.6,,0.118,,0,,-0.7,,41.5,,6,,3.5,,31.4,
01-May-2024 21:00,1.6,,0.128,,0,,-0.3,,39.1,,14,,2.6,,35.9,
01-May-2024 22:00,0.6,,0.123,,0,,1.9,,34.6,,60,,0.1,,40,
01-May-2024 23:00,-0.1,,0.106,,-0.1,,1.6,,34.8,,8,,3.1,,39.8,
02-May-2024 00:00,-0.5,,0.128,,0,,6.2,,,IE,118,,4.8,,40.9,
02-May-2024 01:00,-0.9,,0.126,,0.1,,4.4,,32,,48,,1.1,,42.3,
02-May-2024 02:00,-1.3,,,IE,0,,2.2,,34.4,,6,,-0.8,,41,
02-May-2024 03:00,-1.6,,0.126,,,IE,,IE,33.1,,18,,0,,41.1,
02-May-2024 04:00,-1.4,,0.094,,0,,0.4,,36,,2,,0.1,,40,
02-May-2024 05:00,-1,,0.12,,0.1,,2.2,,35.5,,23,,0,,39.8,
02-May-2024 06:00,-0.4,,0.129,,0.1,,1.5,,37.1,,32,,-0.2,,38.8,
02-May-2024 07:00,0.5,,0.136,,1.1,,6,,34.7,,34,,2.2,,38.9,
02-May-2024 08:00,1.6,,0.128,,0.4,,1.3,,38.6,,30,,1.4,,37.4,
02-May-2024 09:00,3.9,,,IE,0.9,,2.5,,37.8,,56,,-0.4,,35,
02-May-2024 10:00,5.9,,0.07,E,,IE,,IE,37.7,,25,,-1.1,,33,
02-May-2024 11:00,7.2,,0.081,,0.9,,1.8,,38.5,,21,,-1,,32.7,
02-May-2024 12:00,8.7,,0.103,,1.2,,3.2,,38.3,,28,,0.2,,32.1,
02-May-2024 13:00,10.1,,0.113,,1.1,,1.7,,38.8,,33,,1.6,,31.7,
02-May-2024 14:00,11.1,,0.114,,0.3,,0,,39.1,,15,,1.9,,30.8,
02-May-2024 15:00,11.7,,0.125,,0.2,,-0.2,,39.1,,32,,-0.1,,30.7,
02-May-2024 16:00,12,,0.126,,0.5,,0.4,,38.6,,22,,-1.3,,30.1,
02-May-2024 17:00,12.3,,0.125,,0,,-0.8,,39,,9,,1.5,,30.1,
02-May-2024 18:00,12.1,,0.136,,0.4,,-0.1,,36.4,,28,,0.4,,31.3,
02-May-2024 19:00,11.2,,0.132,,0.1,,-0.7,,34.2,,20,,0.2,,33.8,
02-May-2024 20:00,10.2,,0.253,,0,,0.1,,32.9,,11,,0.8,,36.1,
02-May-2024 21:00,8.7,,0.137,,0,,0.1,,32,,16,,3.6,,38.8,
02-May-2024 22:00,6.5,,0.151,,0,,3.1,,25.9,,22,,1.8,,46.6,
02-May-2024 23:00,5.1,,0.171,,0,,5.5,,23.1,,16,,1.3,,51.4,
03-May-2024 00:00,3.4,,0.173,,0,,6,,18.6,,18,,2.5,,58.5,
03-May-2024 01:00,2.2,,0.152,,0,,5.7,,18.7,,29,,1.9,,62.4,
03-May-2024 02:00,1.3,,0.174,,2.5,,15.8,,9.9,,121,,4.5,,65.4,
03-May-2024 03:00,0.5,,0.154,,0.4,,7.1,,15,,6,,2.6,,67.4,
03-May-2024 04:00,0.6,,0.176,,1,,9.8,,16,,25,,-0.8,,64.1,
03-May-2024 05:00,0.8,,0.172,,1.5,,8.9,,15.9,,66,,2.4,,64.6,
03-May-2024 06:00,2.4,,0.176,,1.9,,9.2,,17.9,,55,,5.1,,58.1,
03-May-2024 07:00,3.6,,0.175,,2.9,,10.4,,21.2,,66,,4.6,,53.2,
03-May-2024 08:00,4.6,,0.136,,1,,3.9,,25.4,,23,,5.4,,50.1,
03-May-2024 09:00,6.2,,0.147,,1.4,,4.4,,26.3,,43,,3.4,,46.3,
03-May-2024 10:00,8.6,,0.179,,1.1,,3.2,,29.2,,32,,0.2,,40.2,
03-May-2024 11:00,9.9,,0.161,,0.5,,1,,32.5,,20,,2.3,,36.5,
03-May-2024 12:00,10.9,,0.146,,0.2,,0.3,,33.7,,11,,2.4,,34.5,
03-May-2024 13:00,11.5,,0.151,,0.8,,4.1,,33.3,,15,,3.8,,33.2,
03-May-2024 14:00,11.8,,0.172,,0.4,,3.6,,33.1,,20,,3.3,,33.8,
03-May-2024 15:00,12.5,,0.151,,0.3,,0.9,,34.2,,23,,1.9,,32.8,
03-May-2024 16:00,12.9,,0.155,,0.1,,0.2,,35.1,,9,,1.2,,31.1,
03-May-2024 17:00,13,,0.147,,0.2,,1.3,,34.4,,20,,2.8,,31.4,
03-May-2024 18:00,13,,0.15,,0.2,,3,,33,,17,,3.3,,32.2,
03-May-2024 19:00,12.7,,0.185,,0.6,,9,,27.4,,43,,1.7,,33.9,
